# Serbo-Croatian accent TRANSITIONS — the OOV tier. Key: <ending>|<stem tone>. Value:
# <nucleus shift><TAB><resulting tone><TAB><tone agreement, 0-100><TAB><support>.
# Applied to a stem whose accent is known, NOT used to predict an accent from nothing.
# The shift is always taken (its alternative, first-nucleus, scores 66.8% on these words);
# the tone is withheld below the engine's agreement threshold, as a homograph's is.
# Learned from stress.tsv itself. See tools/serbian/build_sh_accent_transitions.py.
luk|--	1	SR	67	3
luk|LR	1	SR	50	2
luk|SF	0	LR	67	3
luk|SR	1	SR	83	6
m|--	0	SR	29	21
m|LF	0	LR	49	55
m|LR	0	LR	93	61
m|SF	0	SF	64	154
m|SR	0	SR	98	110
ma|--	0	SR	58	163
ma|LF	0	LF	56	39
ma|LR	0	LR	87	144
ma|SF	0	SF	49	196
ma|SR	0	SR	99	140
mac|--	0	SR	100	1
mad|--	0	SF	100	1
mad|SR	1	SR	100	1
maj|SF	0	SR	100	1
mak|LF	0	SF	50	2
mak|SF	0	SR	100	1
man|LF	0	SF	100	1
man|SF	0	SF	100	2
mar|SF	0	SF	100	1
mat|SR	2	SR	100	1
mci|SF	0	LF	100	1
mda|SF	0	SF	100	1
me|--	0	SR	50	2
